AREA;PROBLEMA_OBJETIVO;POBLACION;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Fragmentación de tareas;Tarea suficientemente buena;Entregar o terminar algo al 80% de perfección.;Reducir perfeccionismo.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Fragmentación de tareas;Primer paso de 5 minutos;Iniciar tarea evitada solo durante 5 minutos.;Romper evitación.;bajo;cuando proceda;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Asertividad y límites;Práctica de decir no;Ensayar una negativa breve, amable y firme.;Mejorar límites.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Asertividad y límites;Petición asertiva;Formular petición concreta usando 'cuando..., necesito..., propongo...'.;Expresar necesidades.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Asertividad y límites;Plan de límites personales;Definir límites no negociables, flexibles y señales de alerta.;Fortalecer autocuidado relacional.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Asertividad y límites;Conversación laboral asertiva;Preparar petición de ajuste, límite o prioridad.;Mejorar control laboral.;medio;antes de conversación;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Trabajo con apego;Mapa de relación significativa;Identificar necesidades, miedos, conductas y consecuencias en vínculo.;Comprender patrón relacional.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Comunicación de pareja/relacional;Pedir seguridad de forma sana;Sustituir control por petición clara y limitada.;Mejorar comunicación.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Manejo de celos;Reducir comprobación de celos;Elegir una comprobación y retrasarla/reducirla.;Disminuir ciclo de celos.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Dependencia emocional;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Asertividad y límites;Práctica de decir no;Ensayar una negativa breve, amable y firme.;Mejorar límites.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Asertividad y límites;Petición asertiva;Formular petición concreta usando 'cuando..., necesito..., propongo...'.;Expresar necesidades.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Asertividad y límites;Plan de límites personales;Definir límites no negociables, flexibles y señales de alerta.;Fortalecer autocuidado relacional.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Asertividad y límites;Conversación laboral asertiva;Preparar petición de ajuste, límite o prioridad.;Mejorar control laboral.;medio;antes de conversación;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Trabajo con apego;Mapa de relación significativa;Identificar necesidades, miedos, conductas y consecuencias en vínculo.;Comprender patrón relacional.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Comunicación de pareja/relacional;Pedir seguridad de forma sana;Sustituir control por petición clara y limitada.;Mejorar comunicación.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Manejo de celos;Reducir comprobación de celos;Elegir una comprobación y retrasarla/reducirla.;Disminuir ciclo de celos.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Apego ansioso en relaciones;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Asertividad y límites;Práctica de decir no;Ensayar una negativa breve, amable y firme.;Mejorar límites.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Asertividad y límites;Petición asertiva;Formular petición concreta usando 'cuando..., necesito..., propongo...'.;Expresar necesidades.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Asertividad y límites;Plan de límites personales;Definir límites no negociables, flexibles y señales de alerta.;Fortalecer autocuidado relacional.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Asertividad y límites;Conversación laboral asertiva;Preparar petición de ajuste, límite o prioridad.;Mejorar control laboral.;medio;antes de conversación;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Trabajo con apego;Mapa de relación significativa;Identificar necesidades, miedos, conductas y consecuencias en vínculo.;Comprender patrón relacional.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Comunicación de pareja/relacional;Pedir seguridad de forma sana;Sustituir control por petición clara y limitada.;Mejorar comunicación.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Celos y conductas de comprobación;Adultos;medio;Manejo de celos;Reducir comprobación de celos;Elegir una comprobación y retrasarla/reducirla.;Disminuir ciclo de celos.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
