AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;NOTA_PROFESIONAL
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Preparar cambio imprevisto;Ensayar 'plan A/plan B' ante cambios habituales.;Aumentar flexibilidad.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Diario de errores útiles;Registrar un error y qué enseñó.;Reducir perfeccionismo.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Cambio de estrategia guiado;Si no funciona, elegir entre dos estrategias alternativas.;Mejorar flexibilidad.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - inhibición;Dificultad para frenar respuestas, distracciones o impulsos.;Infantil/Adolescente;medio;"PSP2_SRC001;PSP2_SRC009";Metacognición guiada;Planificar, supervisar y evaluar estrategias de aprendizaje.;bajo;Diario metacognitivo;Responder: qué sabía, qué no, qué estrategia funcionó.;Mejorar autorregulación del aprendizaje.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Agenda visual / planificación externa;Uso de agenda, calendario, pictos, checklist o panel semanal.;bajo;Panel semanal de tareas;Organizar exámenes, deberes, entregas y actividades en un panel semanal.;Externalizar planificación.;bajo;15 min semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Checklist de pasos;Convertir una tarea compleja en pasos visibles y verificables.;bajo;Checklist de mochila y materiales;Lista visible para preparar mochila, deberes y materiales del día siguiente.;Reducir olvidos y dependencia adulta.;bajo;5-10 min diarios;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Fragmentación de tareas;Dividir tareas largas en microtareas con inicio claro.;bajo;Primer paso visible;Escribir el primer paso mínimo de una tarea antes de empezar.;Reducir bloqueo de inicio.;bajo;cada tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Autoinstrucciones;Enseñar diálogo interno: paro, miro, pienso, hago, reviso.;bajo;Tarjeta de autoinstrucciones;Crear tarjeta: paro, leo, subrayo, hago, reviso.;Mejorar control ejecutivo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Entrenamiento de memoria de trabajo;Reducir carga, externalizar información y practicar estrategias.;bajo;Instrucciones de 1-2-3 pasos;Practicar seguir instrucciones graduadas y comprobar cumplimiento.;Mejorar memoria de trabajo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Entrenamiento de memoria de trabajo;Reducir carga, externalizar información y practicar estrategias.;bajo;Memoria de trabajo externa;Usar papel auxiliar para datos, pasos o consignas.;Reducir carga cognitiva.;bajo;cada tarea;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Planificación por objetivos SMART;Objetivos específicos, medibles, alcanzables, relevantes y temporales.;bajo;Objetivo SMART semanal;Definir objetivo concreto, medible y revisable para la semana.;Mejorar planificación.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Planificación por objetivos SMART;Objetivos específicos, medibles, alcanzables, relevantes y temporales.;bajo;Reto graduado;Elegir tarea ligeramente difícil pero alcanzable.;Trabajar frustración y esfuerzo.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Planificación por objetivos SMART;Objetivos específicos, medibles, alcanzables, relevantes y temporales.;bajo;Planificar con cuatro casillas;Objetivo, materiales, pasos y revisión.;Mejorar planificación.;bajo;cada tarea larga;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Preparar cambio imprevisto;Ensayar 'plan A/plan B' ante cambios habituales.;Aumentar flexibilidad.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Diario de errores útiles;Registrar un error y qué enseñó.;Reducir perfeccionismo.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Cambio de estrategia guiado;Si no funciona, elegir entre dos estrategias alternativas.;Mejorar flexibilidad.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - flexibilidad cognitiva;Dificultad para cambiar estrategia o aceptar alternativas.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC009";Metacognición guiada;Planificar, supervisar y evaluar estrategias de aprendizaje.;bajo;Diario metacognitivo;Responder: qué sabía, qué no, qué estrategia funcionó.;Mejorar autorregulación del aprendizaje.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Funciones ejecutivas;Funciones ejecutivas - monitorización;Dificultad para revisar errores, comprobar resultado o autocorregir.;Infantil/Adolescente;bajo;PSP2_SRC009;Agenda visual / planificación externa;Uso de agenda, calendario, pictos, checklist o panel semanal.;bajo;Panel semanal de tareas;Organizar exámenes, deberes, entregas y actividades en un panel semanal.;Externalizar planificación.;bajo;15 min semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
